Sr. No.,State,Hon'ble Members of Parliaments,Constituency,Allocated AMOUNT ( ₹ ),state_clean,mp_clean,constituency_clean,allocated_amount,missing_state,missing_mp,missing_constituency,missing_amount,duplicate_record,extreme_amount,data_quality_score,data_quality_alert,record_type,ml_eligible,amount_numeric,amount_valid,log_amount,amount_percentile,robust_deviation,metadata_missing_count,metadata_risk,isolation_score,isolation_anomaly,statistical_score,percentile_signal,anomaly_score,risk_level,ai_explanation,requires_review,alert_priority,financial_risk,ml_risk,statistical_risk,quality_risk,risk_factors,risk_factors_text,risk_score,final_risk_level,investigation_priority,recommended_action,alert_status,alert_message,risk_rank
358,Bihar,RAJ BHUSHAN CHOUDHARY,MUZAFFARPUR,147000000,Bihar,RAJ BHUSHAN CHOUDHARY,MUZAFFARPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: RAJ BHUSHAN CHOUDHARY | Constituency: MUZAFFARPUR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,388.0
359,Rajasthan,RAJ KUMAR ROAT,BANSWARA(ST),147000000,Rajasthan,RAJ KUMAR ROAT,BANSWARA(ST),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: RAJ KUMAR ROAT | Constituency: BANSWARA(ST) | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,389.0
360,Bihar,RAJA RAM SINGH,KARAKAT,147000000,Bihar,RAJA RAM SINGH,KARAKAT,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: RAJA RAM SINGH | Constituency: KARAKAT | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,390.0
363,Uttar Pradesh,RAJEEV RAI,GHOSI,147000000,Uttar Pradesh,RAJEEV RAI,GHOSI,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: RAJEEV RAI | Constituency: GHOSI | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,391.0
364,Bihar,RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,147000000,Bihar,RAJESH RANJAN ALIAS PAPPU YADAV,PURNEA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: RAJESH RANJAN ALIAS PAPPU YADAV | Constituency: PURNEA | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,392.0
365,Bihar,RAJESH VERMA,KHAGARIA,147000000,Bihar,RAJESH VERMA,KHAGARIA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: RAJESH VERMA | Constituency: KHAGARIA | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,393.0
366,Gujarat,Rajeshbhai Naranbhai Chudasama,JUNAGADH,147000000,Gujarat,Rajeshbhai Naranbhai Chudasama,JUNAGADH,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Rajeshbhai Naranbhai Chudasama | Constituency: JUNAGADH | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,394.0
367,Bihar,Rajiv Pratap Rudy,SARAN,147000000,Bihar,Rajiv Pratap Rudy,SARAN,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Rajiv Pratap Rudy | Constituency: SARAN | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,395.0
368,Bihar,Rajiv Ranjan (Lalan) Singh,MUNGER,147000000,Bihar,Rajiv Ranjan (Lalan) Singh,MUNGER,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Rajiv Ranjan (Lalan) Singh | Constituency: MUNGER | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,396.0
369,Uttar Pradesh,Rajkumar Chahar,FATEHPUR SIKRI,147000000,Uttar Pradesh,Rajkumar Chahar,FATEHPUR SIKRI,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Rajkumar Chahar | Constituency: FATEHPUR SIKRI | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,397.0
371,Gujarat,RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,147000000,Gujarat,RAJPALSINH MAHENDRASINH JADAV,PANCHMAHAL,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: RAJPALSINH MAHENDRASINH JADAV | Constituency: PANCHMAHAL | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,398.0
372,West Bengal,Raju Bista,DARJEELING,147000000,West Bengal,Raju Bista,DARJEELING,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Raju Bista | Constituency: DARJEELING | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,399.0
373,Uttar Pradesh,RAKESH RATHOR,SITAPUR,147000000,Uttar Pradesh,RAKESH RATHOR,SITAPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: RAKESH RATHOR | Constituency: SITAPUR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,400.0
374,Assam,RAKIBUL HUSSAIN,DHUBRI,147000000,Assam,RAKIBUL HUSSAIN,DHUBRI,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: RAKIBUL HUSSAIN | Constituency: DHUBRI | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,401.0
377,Telangana,RAMASAHAYAM RAGHURAM REDDY,KHAMMAM,147000000,Telangana,RAMASAHAYAM RAGHURAM REDDY,KHAMMAM,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: RAMASAHAYAM RAGHURAM REDDY | Constituency: KHAMMAM | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,402.0
380,Uttar Pradesh,RAMESH AWASTHI,KANPUR,147000000,Uttar Pradesh,RAMESH AWASTHI,KANPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: RAMESH AWASTHI | Constituency: KANPUR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,403.0
382,Bihar,Ramprit Mandal,JHANJHARPUR,147000000,Bihar,Ramprit Mandal,JHANJHARPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Ramprit Mandal | Constituency: JHANJHARPUR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,404.0
22,Madhya Pradesh,ALOK SHARMA,BHOPAL,147000000,Madhya Pradesh,ALOK SHARMA,BHOPAL,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: ALOK SHARMA | Constituency: BHOPAL | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,405.0
384,Assam,RANJIT DUTTA,Sonitpur,147000000,Assam,RANJIT DUTTA,Sonitpur,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: RANJIT DUTTA | Constituency: Sonitpur | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,406.0
385,Haryana,Rao Inderjit Singh,GURGAON,147000000,Haryana,Rao Inderjit Singh,GURGAON,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Rao Inderjit Singh | Constituency: GURGAON | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,407.0
386,Rajasthan,Rao Rajendra Singh,JAIPUR RURAL,147000000,Rajasthan,Rao Rajendra Singh,JAIPUR RURAL,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Rao Rajendra Singh | Constituency: JAIPUR RURAL | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,408.0
387,Bihar,Ravi Shankar Prasad,PATNA SAHIB,147000000,Bihar,Ravi Shankar Prasad,PATNA SAHIB,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Ravi Shankar Prasad | Constituency: PATNA SAHIB | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,409.0
388,Maharashtra,RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,147000000,Maharashtra,RAVINDRA DATTARAM WAIKAR,MUMBAI NORTH WEST,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: RAVINDRA DATTARAM WAIKAR | Constituency: MUMBAI NORTH WEST | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,410.0
69,Andhra Pradesh,Balashowry Vallabbhaneni,MACHILIPATNAM,147000000,Andhra Pradesh,Balashowry Vallabbhaneni,MACHILIPATNAM,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Balashowry Vallabbhaneni | Constituency: MACHILIPATNAM | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,411.0
70,Telangana,BALRAM NAIK PORIKA,MAHABUBABAD,147000000,Telangana,BALRAM NAIK PORIKA,MAHABUBABAD,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: BALRAM NAIK PORIKA | Constituency: MAHABUBABAD | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,412.0
72,Maharashtra,BALYA MAMA SURESH GOPINATH MHATRE,BHIWANDI,147000000,Maharashtra,BALYA MAMA SURESH GOPINATH MHATRE,BHIWANDI,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: BALYA MAMA SURESH GOPINATH MHATRE | Constituency: BHIWANDI | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,413.0
74,West Bengal,BAPI HALDAR,MATHURAPUR(SC),147000000,West Bengal,BAPI HALDAR,MATHURAPUR(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: BAPI HALDAR | Constituency: MATHURAPUR(SC) | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,414.0
75,Karnataka,BASAVARAJ BOMMAI,HAVERI,147000000,Karnataka,BASAVARAJ BOMMAI,HAVERI,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: BASAVARAJ BOMMAI | Constituency: HAVERI | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,415.0
77,Rajasthan,Bhagirath Chaudhary,AJMER,147000000,Rajasthan,Bhagirath Chaudhary,AJMER,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Bhagirath Chaudhary | Constituency: AJMER | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,416.0
78,Rajasthan,BHAJAN LAL JATAV,KARAULI-DHOLPUR(SC),147000000,Rajasthan,BHAJAN LAL JATAV,KARAULI-DHOLPUR(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: BHAJAN LAL JATAV | Constituency: KARAULI-DHOLPUR(SC) | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,417.0
80,Gujarat,BHARATBHAI MANUBHAI SUTARIYA,AMRELI,147000000,Gujarat,BHARATBHAI MANUBHAI SUTARIYA,AMRELI,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: BHARATBHAI MANUBHAI SUTARIYA | Constituency: AMRELI | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,418.0
81,Gujarat,Bharatsinhji Shankarji Dabhi,PATAN,147000000,Gujarat,Bharatsinhji Shankarji Dabhi,PATAN,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Bharatsinhji Shankarji Dabhi | Constituency: PATAN | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,419.0
83,Maharashtra,BHASKAR MURLIDHAR BHAGARE,DINDORI(ST),147000000,Maharashtra,BHASKAR MURLIDHAR BHAGARE,DINDORI(ST),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: BHASKAR MURLIDHAR BHAGARE | Constituency: DINDORI(ST) | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,420.0
84,Maharashtra,BHAUSAHEB RAJARAM WAKCHAURE,SHIRDI(SC),147000000,Maharashtra,BHAUSAHEB RAJARAM WAKCHAURE,SHIRDI(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: BHAUSAHEB RAJARAM WAKCHAURE | Constituency: SHIRDI(SC) | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,421.0
389,Uttar Pradesh,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,GORAKHPUR,147000000,Uttar Pradesh,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,GORAKHPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Ravindra Shyamnarayan Alias Ravi Kishan Shukla | Constituency: GORAKHPUR | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,422.0
390,Maharashtra,Ravindra Vasantrao Chavan,NANDED,147000000,Maharashtra,Ravindra Vasantrao Chavan,NANDED,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Ravindra Vasantrao Chavan | Constituency: NANDED | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,423.0
391,Mizoram,RICHARD VANLALHMANGAIHA,MIZORAM (ST),147000000,Mizoram,RICHARD VANLALHMANGAIHA,MIZORAM (ST),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: RICHARD VANLALHMANGAIHA | Constituency: MIZORAM (ST) | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,424.0
543,Uttar Pradesh,ZIA UR REHMAN,SAMBHAL,147000000,Uttar Pradesh,ZIA UR REHMAN,SAMBHAL,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: ZIA UR REHMAN | Constituency: SAMBHAL | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,425.0
393,Madhya Pradesh,Rodmal Nagar,RAJGARH,147000000,Madhya Pradesh,Rodmal Nagar,RAJGARH,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: Rodmal Nagar | Constituency: RAJGARH | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,426.0
395,Uttar Pradesh,RUCHI VIRA,MORADABAD,147000000,Uttar Pradesh,RUCHI VIRA,MORADABAD,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0,0.0,0.0,0.0,['No significant risk factor detected'],No significant risk factor detected,0.0,LOW,ROUTINE,No immediate action; continue routine monitoring,NO_ALERT,LOW RISK | Score 0.0/100 | MP: RUCHI VIRA | Constituency: MORADABAD | Factors: No significant risk factor detected | Recommended action: No immediate action; continue routine monitoring,427.0
