Sr. No.,State,Hon'ble Members of Parliaments,Constituency,Allocated AMOUNT ( ₹ ),state_clean,mp_clean,constituency_clean,allocated_amount,missing_state,missing_mp,missing_constituency,missing_amount,duplicate_record,extreme_amount,data_quality_score,data_quality_alert,record_type,ml_eligible,amount_numeric,amount_valid,log_amount,amount_percentile,robust_deviation,metadata_missing_count,metadata_risk,isolation_score,isolation_anomaly,statistical_score,percentile_signal,anomaly_score,risk_level,ai_explanation,requires_review,alert_priority
25,Andhra Pradesh,AMBICA G LAKSHMINARAYANA VALMIKI,ANANTAPUR,201899064.11,Andhra Pradesh,AMBICA G LAKSHMINARAYANA VALMIKI,ANANTAPUR,201899064.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,201899064.11,True,19.12327845281172,97.04797047970479,0.0,0,0.0,55.370494337256545,False,0.0,75,36.17,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM
274,Tamil Nadu,MALAIYARASAN D,KALLAKURICHI,201599593,Tamil Nadu,MALAIYARASAN D,KALLAKURICHI,201599593.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,201599593.0,True,19.121794080270572,96.86346863468634,0.0,0,0.0,55.258467821735046,False,0.0,75,36.12,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM
294,Maharashtra,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,195613601.7,Maharashtra,MOHITE PATIL DHAIRYASHEEL RAJSINH,MADHA,195613601.7,False,False,False,False,False,True,85.0,True,MP_RECORD,True,195613601.7,True,19.09165185660299,95.75645756457564,0.0,0,0.0,54.7736447207662,False,0.0,75,35.9,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM
478,Uttar Pradesh,Smt Dimple Yadav,MAINPURI,192042469.11,Uttar Pradesh,Smt Dimple Yadav,MAINPURI,192042469.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,192042469.11,True,19.07322710402086,95.38745387453874,0.0,0,0.0,54.60624457292877,False,0.0,75,35.82,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM
46,Bihar,ARUN BHARTI,JAMUI(SC),194924621.11,Bihar,ARUN BHARTI,JAMUI(SC),194924621.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,194924621.11,True,19.08812348851499,95.5719557195572,0.0,0,0.0,54.51315107069068,False,0.0,75,35.78,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM
71,Maharashtra,BALWANT BASWANT WANKHADE,AMRAVATI(SC),198293678,Maharashtra,BALWANT BASWANT WANKHADE,AMRAVATI(SC),198293678.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,198293678.0,True,19.10525971703644,96.30996309963099,0.0,0,0.0,54.45061410985802,False,0.0,75,35.75,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM
116,Tamil Nadu,D Ravikumar,VILUPPURAM(SC),197598306.11,Tamil Nadu,D Ravikumar,VILUPPURAM(SC),197598306.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,197598306.11,True,19.101746775984257,96.12546125461255,0.0,0,0.0,54.2396377959072,False,0.0,75,35.66,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM
511,Tamil Nadu,Thalikkottai Rajuthevar Baalu,SRIPERUMBUDUR,196905535.11,Tamil Nadu,Thalikkottai Rajuthevar Baalu,SRIPERUMBUDUR,196905535.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,196905535.11,True,19.098234659567577,95.9409594095941,0.0,0,0.0,54.02479295981857,False,0.0,75,35.56,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM
496,Odisha,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,190712424.11,Odisha,SUKANTA KUMAR PANIGRAHI,KANDHAMAL,190712424.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,190712424.11,True,19.066277223718192,95.20295202952029,0.0,0,0.0,53.26955685717726,False,0.0,75,35.22,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM
1,Maharashtra,AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,190289442,Maharashtra,AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,190289442.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,190289442.0,True,19.064056855162654,95.01845018450184,0.0,0,0.0,53.03843795803854,False,0.0,75,35.12,MEDIUM,Allocation lies in an unusually high percentile | Data-quality validation requires review,False,MEDIUM
11,Kerala,ADV K FRANCIS GEORGE,KOTTAYAM,188722256.11,Kerala,ADV K FRANCIS GEORGE,KOTTAYAM,188722256.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,188722256.11,True,19.05578695309179,94.64944649446494,0.0,0,0.0,52.8923412376698,False,0.0,40,29.8,LOW,Data-quality validation requires review,False,LOW
176,Tamil Nadu,Ganesan Selvam,KANCHEEPURAM(SC),186508749.11,Tamil Nadu,Ganesan Selvam,KANCHEEPURAM(SC),186508749.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,186508749.11,True,19.043988713427446,94.4649446494465,0.0,0,0.0,52.73389324317559,False,0.0,40,29.73,LOW,Data-quality validation requires review,False,LOW
209,Uttar Pradesh,JITENDRA KUMAR DOHARE,ETAWAH(SC),188747306.26,Uttar Pradesh,JITENDRA KUMAR DOHARE,ETAWAH(SC),188747306.26,False,False,False,False,False,True,85.0,True,MP_RECORD,True,188747306.26,True,19.05591967981946,94.8339483394834,0.0,0,0.0,52.71954579066477,False,0.0,40,29.72,LOW,Data-quality validation requires review,False,LOW
271,Rajasthan,MAHIMA KUMARI MEWAR,RAJSAMAND,183892143,Rajasthan,MAHIMA KUMARI MEWAR,RAJSAMAND,183892143.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,183892143.0,True,19.029859969793122,93.72693726937268,0.0,0,0.0,52.11441275571609,False,0.0,40,29.45,LOW,Data-quality validation requires review,False,LOW
410,Maharashtra,Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,185640423,Maharashtra,Sanjay Uttamrao Deshmukh,YAVATMAL-WASHIM,185640423.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,185640423.0,True,19.03932215632516,94.28044280442805,0.0,0,0.0,52.02265649772946,False,0.0,40,29.41,LOW,Data-quality validation requires review,False,LOW
494,Bihar,SUDHAKAR SINGH,BUXAR,185211956.54,Bihar,SUDHAKAR SINGH,BUXAR,185211956.54,False,False,False,False,False,True,85.0,True,MP_RECORD,True,185211956.54,True,19.037011443642843,94.0959409594096,0.0,0,0.0,51.80810256650891,False,0.0,40,29.31,LOW,Data-quality validation requires review,False,LOW
317,Maharashtra,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,OSMANABAD,184758519.11,Maharashtra,Omprakash Bhupalsinh Alias Pawan Rajenimbalkar,OSMANABAD,184758519.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,184758519.11,True,19.03456023369811,93.91143911439114,0.0,0,0.0,51.45677667740257,False,0.0,40,29.16,LOW,Data-quality validation requires review,False,LOW
280,Chandigarh,MANISH TEWARI,CHANDIGARH,178351443.75,Chandigarh,MANISH TEWARI,CHANDIGARH,178351443.75,False,False,False,False,False,True,85.0,True,MP_RECORD,True,178351443.75,True,18.999266570381163,92.43542435424355,0.0,0,0.0,50.97009534862102,False,0.0,40,28.94,LOW,Data-quality validation requires review,False,LOW
399,Tamil Nadu,S. Jagathrakshakan,ARAKKONAM,180589332.34,Tamil Nadu,S. Jagathrakshakan,ARAKKONAM,180589332.34,False,False,False,False,False,True,85.0,True,MP_RECORD,True,180589332.34,True,19.01173613485518,93.54243542435424,0.0,0,0.0,49.73279746323852,False,0.0,40,28.38,LOW,Data-quality validation requires review,False,LOW
289,Andhra Pradesh,Midhun Reddy,RAJAMPET,178951477.11,Andhra Pradesh,Midhun Reddy,RAJAMPET,178951477.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,178951477.11,True,19.002625255047196,92.619926199262,0.0,0,0.0,49.72051679533923,False,0.0,40,28.37,LOW,Data-quality validation requires review,False,LOW
259,Andhra Pradesh,Lavu Sri Krishna Devarayalu,NARASARAOPET,174009663.11,Andhra Pradesh,Lavu Sri Krishna Devarayalu,NARASARAOPET,174009663.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,174009663.11,True,18.974621396498534,92.25092250922509,0.0,0,0.0,49.306613692215876,False,0.0,40,28.19,LOW,Data-quality validation requires review,False,LOW
362,Himachal Pradesh,RAJEEV BHARDWAJ,KANGRA,179388967.11,Himachal Pradesh,RAJEEV BHARDWAJ,KANGRA,179388967.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,179388967.11,True,19.005067012442886,92.80442804428044,0.0,0,0.0,48.9379783976107,False,0.0,40,28.02,LOW,Data-quality validation requires review,False,LOW
61,West Bengal,AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,179658399.98,West Bengal,AZAD KIRTI JHA,BARDHAMAN-DURGAPUR,179658399.98,False,False,False,False,False,True,85.0,True,MP_RECORD,True,179658399.98,True,19.00656783346969,92.98892988929889,0.0,0,0.0,48.905889770175456,False,0.0,40,28.01,LOW,Data-quality validation requires review,False,LOW
404,Uttar Pradesh,SANATAN PANDEY,BALLIA,180420041.4,Uttar Pradesh,SANATAN PANDEY,BALLIA,180420041.4,False,False,False,False,False,True,85.0,True,MP_RECORD,True,180420041.4,True,19.010798259199944,93.35793357933579,0.0,0,0.0,48.77139291516773,False,0.0,40,27.95,LOW,Data-quality validation requires review,False,LOW
265,Andhra Pradesh,Maddila Gurumoorthy,TIRUPATI(SC),180399007,Andhra Pradesh,Maddila Gurumoorthy,TIRUPATI(SC),180399007.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,180399007.0,True,19.010681666686327,93.17343173431735,0.0,0,0.0,48.70239984776531,False,0.0,40,27.92,LOW,Data-quality validation requires review,False,LOW
450,Odisha,Shri Jual Oram,SUNDARGARH (ST),173096756.91,Odisha,Shri Jual Oram,SUNDARGARH (ST),173096756.91,False,False,False,False,False,True,85.0,True,MP_RECORD,True,173096756.91,True,18.969361290392758,92.06642066420663,0.0,0,0.0,47.11555766254391,False,0.0,40,27.2,LOW,Data-quality validation requires review,False,LOW
408,Telangana,Sanjay Kumar Bandi,KARIMNAGAR,172775317.11,Telangana,Sanjay Kumar Bandi,KARIMNAGAR,172775317.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,172775317.11,True,18.967502569120764,91.88191881918819,0.0,0,0.0,46.62581286002228,False,0.0,40,26.98,LOW,Data-quality validation requires review,False,LOW
465,Kerala,Shri Suresh Kodikunnil,MAVELIKKARA(SC),172429519.11,Kerala,Shri Suresh Kodikunnil,MAVELIKKARA(SC),172429519.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,172429519.11,True,18.965499131872054,91.69741697416974,0.0,0,0.0,45.85141657978491,False,0.0,40,26.63,LOW,Data-quality validation requires review,False,LOW
343,Kerala,Priyanka Gandhi Vadra,WAYANAD,122500000,Kerala,Priyanka Gandhi Vadra,WAYANAD,122500000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,122500000.0,True,18.623621596112322,0.7380073800738007,0.0,0,0.0,56.81347540501878,False,0.0,0,25.57,LOW,No strong anomaly signal detected,False,LOW
151,Kerala,DR. M.P ABDUSSAMAD SAMADANI,PONNANI,170434031.11,Kerala,DR. M.P ABDUSSAMAD SAMADANI,PONNANI,170434031.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,170434031.11,True,18.953858871373715,90.22140221402213,0.0,0,0.0,43.13401099760434,False,0.0,40,25.41,LOW,Data-quality validation requires review,False,LOW
497,Jharkhand,SUKHDEO BHAGAT,LOHARDAGA(ST),171821957.11,Jharkhand,SUKHDEO BHAGAT,LOHARDAGA(ST),171821957.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,171821957.11,True,18.96196937139606,91.5129151291513,0.0,0,0.0,42.72568260524018,False,0.0,40,25.23,LOW,Data-quality validation requires review,False,LOW
244,Andhra Pradesh,Kinjarapu Ram Mohan Naidu,SRIKAKULAM,171200630.11,Andhra Pradesh,Kinjarapu Ram Mohan Naidu,SRIKAKULAM,171200630.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,171200630.11,True,18.95834670805531,90.40590405904058,0.0,0,0.0,42.44036740005159,False,0.0,40,25.1,LOW,Data-quality validation requires review,False,LOW
458,Kerala,Shri NK Premachandran,KOLLAM,171477994.11,Kerala,Shri NK Premachandran,KOLLAM,171477994.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,171477994.11,True,18.95996550794154,90.59040590405904,0.0,0,0.0,41.29275668289156,False,0.0,40,24.58,LOW,Data-quality validation requires review,False,LOW
199,West Bengal,JAGADISH CHANDRA BARMA BASUNIA,COOCHBEHAR(SC),168604641.11,West Bengal,JAGADISH CHANDRA BARMA BASUNIA,COOCHBEHAR(SC),168604641.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,168604641.11,True,18.94306713642702,90.03690036900369,0.0,0,0.0,41.25321014268753,False,0.0,40,24.56,LOW,Data-quality validation requires review,False,LOW
415,Tamil Nadu,Sasikanth Senthil,TIRUVALLUR(SC),171500000,Tamil Nadu,Sasikanth Senthil,TIRUVALLUR(SC),171500000.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,171500000.0,True,18.960093830401174,91.05166051660517,0.0,0,0.0,40.527465028543496,False,0.0,40,24.24,LOW,Data-quality validation requires review,False,LOW
467,Tamil Nadu,Shri vijayakumar Vasanth,KANNIYAKUMARI,171500000,Tamil Nadu,Shri vijayakumar Vasanth,KANNIYAKUMARI,171500000.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,171500000.0,True,18.960093830401174,91.05166051660517,0.0,0,0.0,40.527465028543496,False,0.0,40,24.24,LOW,Data-quality validation requires review,False,LOW
225,Tamil Nadu,Kalanidhi Veeraswamy,CHENNAI NORTH,171500000,Tamil Nadu,Kalanidhi Veeraswamy,CHENNAI NORTH,171500000.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,171500000.0,True,18.960093830401174,91.05166051660517,0.0,0,0.0,40.527465028543496,False,0.0,40,24.24,LOW,Data-quality validation requires review,False,LOW
248,Uttar Pradesh,KISHORI LAL,AMETHI,171500000,Uttar Pradesh,KISHORI LAL,AMETHI,171500000.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,171500000.0,True,18.960093830401174,91.05166051660517,0.0,0,0.0,40.527465028543496,False,0.0,40,24.24,LOW,Data-quality validation requires review,False,LOW
540,Andhra Pradesh,Y S Avinash Reddy,KADAPA,156430260.11,Andhra Pradesh,Y S Avinash Reddy,KADAPA,156430260.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,156430260.11,True,18.868120852717663,82.10332103321034,0.0,0,0.0,41.830508714391875,False,0.0,0,18.82,LOW,Data-quality validation requires review,False,LOW
188,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,155690684.77,Madhya Pradesh,Gyaneshwar Patil,KHANDWA,155690684.77,False,False,False,False,False,True,85.0,True,MP_RECORD,True,155690684.77,True,18.863381813370655,81.91881918819189,0.0,0,0.0,41.726494339829244,False,0.0,0,18.78,LOW,Data-quality validation requires review,False,LOW
460,Kerala,Shri Rajmohan Unnithan,KASARAGOD,156754633.11,Kerala,Shri Rajmohan Unnithan,KASARAGOD,156754633.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,156754633.11,True,18.870192300740467,82.28782287822878,0.0,0,0.0,40.920854341175136,False,0.0,0,18.41,LOW,Data-quality validation requires review,False,LOW
39,Jharkhand,Annpurna Devi,KODARMA,166665931.8,Jharkhand,Annpurna Devi,KODARMA,166665931.8,False,False,False,False,False,True,85.0,True,MP_RECORD,True,166665931.8,True,18.931501964508662,88.56088560885608,0.0,0,0.0,40.892149499256014,False,0.0,0,18.4,LOW,Data-quality validation requires review,False,LOW
502,Bihar,SURENDRA PRASAD YADAV,JAHANABAD,155325714,Bihar,SURENDRA PRASAD YADAV,JAHANABAD,155325714.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,155325714.0,True,18.861034857154685,81.54981549815497,0.0,0,0.0,40.79370662177777,False,0.0,0,18.36,LOW,Data-quality validation requires review,False,LOW
2,Jammu And Kashmir,ABDUL RASHID SHEIKH,BARAMULLAH,154773472.11,Jammu And Kashmir,ABDUL RASHID SHEIKH,BARAMULLAH,154773472.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,154773472.11,True,18.857473142097195,80.81180811808119,0.0,0,0.0,40.76115531783503,False,0.0,0,18.34,LOW,Data-quality validation requires review,False,LOW
58,Uttar Pradesh,ATUL GARG,GHAZIABAD,155336470,Uttar Pradesh,ATUL GARG,GHAZIABAD,155336470.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,155336470.0,True,18.861104102788616,81.73431734317343,0.0,0,0.0,40.74414910969769,False,0.0,0,18.33,LOW,Data-quality validation requires review,False,LOW
370,Uttar Pradesh,Rajnath Singh,LUCKNOW,154808797.11,Uttar Pradesh,Rajnath Singh,LUCKNOW,154808797.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,154808797.11,True,18.857701352840753,80.99630996309963,0.0,0,0.0,40.70462140959784,False,0.0,0,18.32,LOW,Data-quality validation requires review,False,LOW
513,Tamil Nadu,THARANIVENTHAN M S,ARANI,168337124.35,Tamil Nadu,THARANIVENTHAN M S,ARANI,168337124.35,False,False,False,False,False,True,85.0,True,MP_RECORD,True,168337124.35,True,18.941479225149482,89.85239852398524,0.0,0,0.0,40.652363156812655,False,0.0,0,18.29,LOW,Data-quality validation requires review,False,LOW
67,Maharashtra,BAJRANG MANOHAR SONWANE,BEED,165899107.19,Maharashtra,BAJRANG MANOHAR SONWANE,BEED,165899107.19,False,False,False,False,False,True,85.0,True,MP_RECORD,True,165899107.19,True,18.92689037955852,88.37638376383764,0.0,0,0.0,40.61666314413021,False,0.0,0,18.28,LOW,Data-quality validation requires review,False,LOW
396,Odisha,RUDRA NARAYAN PANY,DHENKANAL,155013957.11,Odisha,RUDRA NARAYAN PANY,DHENKANAL,155013957.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,155013957.11,True,18.859025723151635,81.18081180811808,0.0,0,0.0,40.516347678344225,False,0.0,0,18.23,LOW,Data-quality validation requires review,False,LOW
314,Maharashtra,Nitin Jairam Gadkari,NAGPUR,168195086.11,Maharashtra,Nitin Jairam Gadkari,NAGPUR,168195086.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,168195086.11,True,18.940635096455853,89.66789667896678,0.0,0,0.0,40.48433363929758,False,0.0,0,18.22,LOW,Data-quality validation requires review,False,LOW
146,West Bengal,Dr Sukanta Majumdar,BALURGHAT,157085364.9,West Bengal,Dr Sukanta Majumdar,BALURGHAT,157085364.9,False,False,False,False,False,True,85.0,True,MP_RECORD,True,157085364.9,True,18.872299947391117,82.47232472324724,0.0,0,0.0,40.42694713821737,False,0.0,0,18.19,LOW,Data-quality validation requires review,False,LOW
281,Rajasthan,MANJU SHARMA,JAIPUR,167082901.11,Rajasthan,MANJU SHARMA,JAIPUR,167082901.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,167082901.11,True,18.93400066702583,88.74538745387454,0.0,0,0.0,40.351847120716755,False,0.0,0,18.16,LOW,Data-quality validation requires review,False,LOW
27,Rajasthan,AMRARAM,SIKAR,165691544.11,Rajasthan,AMRARAM,SIKAR,165691544.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,165691544.11,True,18.925638455808294,88.19188191881919,0.0,0,0.0,40.258350345073495,False,0.0,0,18.12,LOW,Data-quality validation requires review,False,LOW
82,Madhya Pradesh,BHARTI PARDHI,BALAGHAT,154398389.01,Madhya Pradesh,BHARTI PARDHI,BALAGHAT,154398389.01,False,False,False,False,False,True,85.0,True,MP_RECORD,True,154398389.01,True,18.855046768104213,80.62730627306273,0.0,0,0.0,40.22600150102003,False,0.0,0,18.1,LOW,Data-quality validation requires review,False,LOW
216,Chhattisgarh,Jyotsna Charandas Mahant,KORBA,155153738.11,Chhattisgarh,Jyotsna Charandas Mahant,KORBA,155153738.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,155153738.11,True,18.859927048536036,81.36531365313652,0.0,0,0.0,40.03909398492837,False,0.0,0,18.02,LOW,Data-quality validation requires review,False,LOW
96,Chhattisgarh,BRIJMOHAN AGRAWAL,RAIPUR,153766451.11,Chhattisgarh,BRIJMOHAN AGRAWAL,RAIPUR,153766451.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,153766451.11,True,18.850945464519707,80.07380073800738,0.0,0,0.0,39.92487412913495,False,0.0,0,17.97,LOW,Data-quality validation requires review,False,LOW
73,Delhi,Bansuri Swaraj,NEW DELHI,154306950,Delhi,Bansuri Swaraj,NEW DELHI,154306950.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,154306950.0,True,18.854454364925342,80.44280442804428,0.0,0,0.0,39.88693495511342,False,0.0,0,17.95,LOW,Data-quality validation requires review,False,LOW
297,Lakshadweep,MUHAMMED HAMDULLAH SAYEED,LAKSHADWEEP(ST),153942460.41,Lakshadweep,MUHAMMED HAMDULLAH SAYEED,LAKSHADWEEP(ST),153942460.41,False,False,False,False,False,True,85.0,True,MP_RECORD,True,153942460.41,True,18.852089463354076,80.25830258302584,0.0,0,0.0,39.83142903642064,False,0.0,0,17.92,LOW,Data-quality validation requires review,False,LOW
536,Jharkhand,Vishnu Dayal Ram,PALAMU(SC),158176083.11,Jharkhand,Vishnu Dayal Ram,PALAMU(SC),158176083.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,158176083.11,True,18.879219426838127,82.65682656826569,0.0,0,0.0,39.77318278351029,False,0.0,0,17.9,LOW,Data-quality validation requires review,False,LOW
323,Karnataka,Parvatagouda Chandanagouda Gaddigoudar,BAGALKOT,167541747.11,Karnataka,Parvatagouda Chandanagouda Gaddigoudar,BAGALKOT,167541747.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,167541747.11,True,18.93674312062142,88.92988929889299,0.0,0,0.0,39.75301245883132,False,0.0,0,17.89,LOW,Data-quality validation requires review,False,LOW
504,Himachal Pradesh,Suresh Kumar Kashyap,SHIMLA (SC),153563957.11,Himachal Pradesh,Suresh Kumar Kashyap,SHIMLA (SC),153563957.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,153563957.11,True,18.849627703422406,79.88929889298892,0.0,0,0.0,39.59692725369741,False,0.0,0,17.82,LOW,Data-quality validation requires review,False,LOW
186,Andhra Pradesh,Gumma Thanuja Rani,ARAKU(ST),149458905.11,Andhra Pradesh,Gumma Thanuja Rani,ARAKU(ST),149458905.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,149458905.11,True,18.82253203749142,76.38376383763837,0.0,0,0.0,39.572055666886875,False,0.0,0,17.81,LOW,No strong anomaly signal detected,False,LOW
512,Tamil Nadu,THANGA TAMILSELVAN,THENI,167755939.81,Tamil Nadu,THANGA TAMILSELVAN,THENI,167755939.81,False,False,False,False,False,True,85.0,True,MP_RECORD,True,167755939.81,True,18.93802074785366,89.11439114391145,0.0,0,0.0,39.38244889668483,False,0.0,0,17.72,LOW,Data-quality validation requires review,False,LOW
361,Maharashtra,RAJABHAU,NASHIK,152878682.11,Maharashtra,RAJABHAU,NASHIK,152878682.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,152878682.11,True,18.845155243979026,79.15129151291514,0.0,0,0.0,39.27784532564343,False,0.0,0,17.68,LOW,Data-quality validation requires review,False,LOW
526,Kerala,Vellalath Kochukrishnan Nair Sreekandan,PALAKKAD,167807990.11,Kerala,Vellalath Kochukrishnan Nair Sreekandan,PALAKKAD,167807990.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,167807990.11,True,18.93833097368824,89.48339483394834,0.0,0,0.0,39.174634273929115,False,0.0,0,17.63,LOW,Data-quality validation requires review,False,LOW
254,Andhra Pradesh,Krishna Prasad Tenneti,BAPATLA,167796849.11,Andhra Pradesh,Krishna Prasad Tenneti,BAPATLA,167796849.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,167796849.11,True,18.9382645801287,89.2988929889299,0.0,0,0.0,39.15127178983704,False,0.0,0,17.62,LOW,Data-quality validation requires review,False,LOW
196,Sikkim,Indra Hang Subba,SIKKIM,152003923.11,Sikkim,Indra Hang Subba,SIKKIM,152003923.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,152003923.11,True,18.839416894990467,78.96678966789668,0.0,0,0.0,39.01149797222981,False,0.0,0,17.56,LOW,Data-quality validation requires review,False,LOW
483,Maharashtra,Smt Raksha Nikhil Khadse,RAVER,153112586.11,Maharashtra,Smt Raksha Nikhil Khadse,RAVER,153112586.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,153112586.11,True,18.846684072205992,79.70479704797047,0.0,0,0.0,38.86498273801484,False,0.0,0,17.49,LOW,Data-quality validation requires review,False,LOW
134,Bihar,Dinesh Chandra Yadav,MADHEPURA,150070866.11,Bihar,Dinesh Chandra Yadav,MADHEPURA,150070866.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,150070866.11,True,18.826618187892397,76.75276752767527,0.0,0,0.0,38.86287134006088,False,0.0,0,17.49,LOW,No strong anomaly signal detected,False,LOW
394,Chhattisgarh,ROOP KUMARI CHOUDHARY,MAHASAMUND,153035414,Chhattisgarh,ROOP KUMARI CHOUDHARY,MAHASAMUND,153035414.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,153035414.0,True,18.846179923159763,79.33579335793358,0.0,0,0.0,38.86047739967777,False,0.0,0,17.49,LOW,Data-quality validation requires review,False,LOW
136,Andhra Pradesh,DR BYREDDY SHABARI,NANDYAL,150675889.11,Andhra Pradesh,DR BYREDDY SHABARI,NANDYAL,150675889.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,150675889.11,True,18.830641664798925,77.30627306273063,0.0,0,0.0,38.8413654313736,False,0.0,0,17.48,LOW,Data-quality validation requires review,False,LOW
481,Madhya Pradesh,Smt Himadri Singh,SHAHDOL (ST),150724861.11,Madhya Pradesh,Smt Himadri Singh,SHAHDOL (ST),150724861.11,False,False,False,False,False,True,85.0,True,MP_RECORD,True,150724861.11,True,18.83096662749441,77.49077490774908,0.0,0,0.0,38.83838904697694,False,0.0,0,17.48,LOW,Data-quality validation requires review,False,LOW
257,Telangana,KUNDURU RAGHUVEER,NALGONDA,162952022,Telangana,KUNDURU RAGHUVEER,NALGONDA,162952022.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,162952022.0,True,18.90896637802196,86.53136531365314,0.0,0,0.0,38.824618191057816,False,0.0,0,17.47,LOW,Data-quality validation requires review,False,LOW
491,Andhra Pradesh,Sribharat MathuKumli,VISAKHAPATNAM,164841922,Andhra Pradesh,Sribharat MathuKumli,VISAKHAPATNAM,164841922.0,False,False,False,False,False,True,85.0,True,MP_RECORD,True,164841922.0,True,18.920497530224647,88.00738007380073,0.0,0,0.0,38.79488980659798,False,0.0,0,17.46,LOW,Data-quality validation requires review,False,LOW
44,Himachal Pradesh,Anurag Singh Thakur,HAMIRPUR_HP,149570117.11,Himachal Pradesh,Anurag Singh Thakur,HAMIRPUR_HP,149570117.11,False,False,False,False,False,False,100.0,False,MP_RECORD,True,149570117.11,True,18.8232758582989,76.56826568265683,0.0,0,0.0,38.797248747115276,False,0.0,0,17.46,LOW,No strong anomaly signal detected,False,LOW
