Sr. No.,State,Hon'ble Members of Parliaments,Constituency,Allocated AMOUNT ( ₹ ),state_clean,mp_clean,constituency_clean,allocated_amount,missing_state,missing_mp,missing_constituency,missing_amount,duplicate_record,extreme_amount,data_quality_score,data_quality_alert,record_type,ml_eligible,amount_numeric,amount_valid,log_amount,amount_percentile,robust_deviation,metadata_missing_count,metadata_risk,isolation_score,isolation_anomaly,statistical_score,percentile_signal,anomaly_score,risk_level,ai_explanation,requires_review,alert_priority,statistical_risk,statistical_alert,robust_z_score,statistical_percentile,peer_risk,peer_alert,peer_confidence,peer_ratio,peer_deviation_pct,peer_median,peer_group,peer_count,ml_risk,financial_risk,peer_confidence_multiplier,adjusted_peer_risk,statistical_multiplier,adjusted_statistical_risk,quality_risk,unified_risk_score,unified_risk_level,investigation_priority,risk_signals,unified_explanation,recommended_action,alert_status,risk_rank,ml_component_score,peer_component_score,financial_component_score,statistical_component_score,quality_component_score
140,West Bengal,Dr Jayanta Kumar Roy,JALPAIGURI(SC),147000000,West Bengal,Dr Jayanta Kumar Roy,JALPAIGURI(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,West Bengal_SC,10.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,221,0.0,0.0,0.0,0.0,0.0
139,Punjab,DR DHARAMVIRA GANDHI,PATIALA,147000000,Punjab,DR DHARAMVIRA GANDHI,PATIALA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,MEDIUM,1.0,0.0,147000000.0,Punjab_GENERAL,8.0,0.0,0.0,0.85,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,220,0.0,0.0,0.0,0.0,0.0
137,Karnataka,DR C N MANJUNATH,BANGALORE RURAL,147000000,Karnataka,DR C N MANJUNATH,BANGALORE RURAL,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Karnataka_GENERAL,21.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,219,0.0,0.0,0.0,0.0,0.0
133,Assam,Dilip Saikia,Darrang-Udalguri,147000000,Assam,Dilip Saikia,Darrang-Udalguri,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Assam_GENERAL,11.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,218,0.0,0.0,0.0,0.0,0.0
163,Tamil Nadu,DURAI VAIKO,TIRUCHIRAPPALLI,147000000,Tamil Nadu,DURAI VAIKO,TIRUCHIRAPPALLI,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,0.9989,-0.1129,147166157.555,Tamil Nadu_GENERAL,32.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,217,0.0,0.0,0.0,0.0,0.0
192,Rajasthan,HARISH CHANDRA MEENA,TONK-SAWAI MADHOPUR,147000000,Rajasthan,HARISH CHANDRA MEENA,TONK-SAWAI MADHOPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Rajasthan_GENERAL,18.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,216,0.0,0.0,0.0,0.0,0.0
191,Gujarat,HARIBHAI PATEL,MAHESANA,147000000,Gujarat,HARIBHAI PATEL,MAHESANA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Gujarat_GENERAL,20.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,215,0.0,0.0,0.0,0.0,0.0
190,Uttar Pradesh,HARENDRA SINGH MALIK,MUZAFFARNAGAR,147000000,Uttar Pradesh,HARENDRA SINGH MALIK,MUZAFFARNAGAR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Uttar Pradesh_GENERAL,63.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,214,0.0,0.0,0.0,0.0,0.0
189,Karnataka,H.D. KUMARASWAMY,MANDYA,147000000,Karnataka,H.D. KUMARASWAMY,MANDYA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Karnataka_GENERAL,21.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,213,0.0,0.0,0.0,0.0,0.0
187,Punjab,GURMEET SINGH MEET HAYER,SANGRUR,147000000,Punjab,GURMEET SINGH MEET HAYER,SANGRUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,MEDIUM,1.0,0.0,147000000.0,Punjab_GENERAL,8.0,0.0,0.0,0.85,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,212,0.0,0.0,0.0,0.0,0.0
185,Karnataka,GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),147000000,Karnataka,GOVIND MAKTHAPPA KARJOL,CHITRADURGA(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,MEDIUM,1.0,0.0,147000000.0,Karnataka_SC,5.0,0.0,0.0,0.85,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,211,0.0,0.0,0.0,0.0,0.0
184,Tamil Nadu,GOPINATH K,KRISHNAGIRI,147000000,Tamil Nadu,GOPINATH K,KRISHNAGIRI,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,0.9989,-0.1129,147166157.555,Tamil Nadu_GENERAL,32.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,210,0.0,0.0,0.0,0.0,0.0
183,Telangana,GODAM NAGESH,ADILABAD(ST),147000000,Telangana,GODAM NAGESH,ADILABAD(ST),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,INSUFFICIENT,1.0,0.0,147000000.0,Telangana_ST,1.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,209,0.0,0.0,0.0,0.0,0.0
182,Andhra Pradesh,GM Harish Balayogi,AMALAPURAM(SC),147000000,Andhra Pradesh,GM Harish Balayogi,AMALAPURAM(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,LOW,1.0,0.0,147000000.0,Andhra Pradesh_SC,3.0,0.0,0.0,0.6,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,208,0.0,0.0,0.0,0.0,0.0
181,Bihar,Giriraj Singh,BEGUSARAI,147000000,Bihar,Giriraj Singh,BEGUSARAI,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Bihar_GENERAL,34.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,239,0.0,0.0,0.0,0.0,0.0
180,Bihar,Giridhari Yadav,BANKA,147000000,Bihar,Giridhari Yadav,BANKA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Bihar_GENERAL,34.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,238,0.0,0.0,0.0,0.0,0.0
179,Gujarat,GENIBEN NAGAJI THAKOR,BANASKANTHA,147000000,Gujarat,GENIBEN NAGAJI THAKOR,BANASKANTHA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Gujarat_GENERAL,20.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,237,0.0,0.0,0.0,0.0,0.0
178,Assam,GAURAV GOGOI,JORHAT,147000000,Assam,GAURAV GOGOI,JORHAT,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Assam_GENERAL,11.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,236,0.0,0.0,0.0,0.0,0.0
177,Madhya Pradesh,Ganesh Singh,SATNA,147000000,Madhya Pradesh,Ganesh Singh,SATNA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Madhya Pradesh_GENERAL,19.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,235,0.0,0.0,0.0,0.0,0.0
213,Assam,JOYANTA BASUMATARY,KOKRAJHAR (ST),147000000,Assam,JOYANTA BASUMATARY,KOKRAJHAR (ST),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,INSUFFICIENT,1.0,0.0,147000000.0,Assam_ST,2.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,234,0.0,0.0,0.0,0.0,0.0
212,Jharkhand,JOBA MAJHI,SINGHBHUM(ST),147000000,Jharkhand,JOBA MAJHI,SINGHBHUM(ST),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,MEDIUM,0.9985,-0.1521,147223957.11,Jharkhand_ST,5.0,0.0,0.0,0.85,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,233,0.0,0.0,0.0,0.0,0.0
211,Uttar Pradesh,JITIN PRASADA,PILIBHIT,147000000,Uttar Pradesh,JITIN PRASADA,PILIBHIT,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Uttar Pradesh_GENERAL,63.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,232,0.0,0.0,0.0,0.0,0.0
210,Jammu And Kashmir,Jitendra Singh,UDHAMPUR,147000000,Jammu And Kashmir,Jitendra Singh,UDHAMPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,MEDIUM,1.0,0.0,147000000.0,Jammu And Kashmir_GENERAL,5.0,0.0,0.0,0.85,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,231,0.0,0.0,0.0,0.0,0.0
208,Bihar,JITAN RAM MANJHI,GAYA (SC),147000000,Bihar,JITAN RAM MANJHI,GAYA (SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,MEDIUM,1.0,0.0,147000000.0,Bihar_SC,6.0,0.0,0.0,0.85,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,230,0.0,0.0,0.0,0.0,0.0
207,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),147000000,Gujarat,Jaswantsinh Sumanbhai Bhabhor,DAHOD(ST),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,LOW,1.0,0.0,147000000.0,Gujarat_ST,4.0,0.0,0.0,0.6,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,229,0.0,0.0,0.0,0.0,0.0
206,Gujarat,JASHUBHAI BHILUBHAI RATHVA,CHHOTA UDAIPUR(ST),147000000,Gujarat,JASHUBHAI BHILUBHAI RATHVA,CHHOTA UDAIPUR(ST),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,LOW,1.0,0.0,147000000.0,Gujarat_ST,4.0,0.0,0.0,0.6,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,228,0.0,0.0,0.0,0.0,0.0
205,Madhya Pradesh,Janardan Mishra,REWA,147000000,Madhya Pradesh,Janardan Mishra,REWA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Madhya Pradesh_GENERAL,19.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,227,0.0,0.0,0.0,0.0,0.0
204,Uttar Pradesh,Jai Prakash,HARDOI (SC),147000000,Uttar Pradesh,Jai Prakash,HARDOI (SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Uttar Pradesh_SC,17.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,226,0.0,0.0,0.0,0.0,0.0
203,Haryana,JAI PARKASH,HISAR,147000000,Haryana,JAI PARKASH,HISAR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,MEDIUM,1.0,0.0,147000000.0,Haryana_GENERAL,8.0,0.0,0.0,0.85,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,225,0.0,0.0,0.0,0.0,0.0
201,West Bengal,Jagannath Sarkar,RANAGHAT(SC),147000000,West Bengal,Jagannath Sarkar,RANAGHAT(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,West Bengal_SC,10.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,224,0.0,0.0,0.0,0.0,0.0
200,Karnataka,JAGADISH SHETTAR,BELGAUM,147000000,Karnataka,JAGADISH SHETTAR,BELGAUM,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Karnataka_GENERAL,21.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,255,0.0,0.0,0.0,0.0,0.0
198,West Bengal,ISHA KHAN CHOUDHURY,MALDAHA DAKSHIN,147000000,West Bengal,ISHA KHAN CHOUDHURY,MALDAHA DAKSHIN,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,West Bengal_GENERAL,30.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,254,0.0,0.0,0.0,0.0,0.0
197,Uttar Pradesh,IQRA CHOUDHARY,KAIRANA,147000000,Uttar Pradesh,IQRA CHOUDHARY,KAIRANA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Uttar Pradesh_GENERAL,63.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,253,0.0,0.0,0.0,0.0,0.0
195,Uttar Pradesh,IMRAN MASOOD,SAHARANPUR,147000000,Uttar Pradesh,IMRAN MASOOD,SAHARANPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Uttar Pradesh_GENERAL,63.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,252,0.0,0.0,0.0,0.0,0.0
194,Gujarat,Hasmukh Bhai Soma Bhai Patel,AHMEDABAD EAST,147000000,Gujarat,Hasmukh Bhai Soma Bhai Patel,AHMEDABAD EAST,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.80594315154573,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,NORMAL,0.0,36.1624,0.0,NORMAL,HIGH,1.0,0.0,147000000.0,Gujarat_GENERAL,20.0,0.0,0.0,1.0,0.0,0.85,0.0,0.0,0.0,LOW,ROUTINE,[],"Allocation of ₹147,000,000.00 shows no strong combined anomaly signal. Routine monitoring is recommended.",Routine monitoring; no immediate investigation required based on current signals.,ROUTINE,251,0.0,0.0,0.0,0.0,0.0
