Sr. No.,State,Hon'ble Members of Parliaments,Constituency,Allocated AMOUNT ( ₹ ),state_clean,mp_clean,constituency_clean,allocated_amount,missing_state,missing_mp,missing_constituency,missing_amount,duplicate_record,extreme_amount,data_quality_score,data_quality_alert,record_type,ml_eligible,amount_numeric,amount_valid,log_amount,amount_percentile,robust_deviation,metadata_missing_count,metadata_risk,isolation_score,isolation_anomaly,statistical_score,percentile_signal,anomaly_score,risk_level,ai_explanation,requires_review,alert_priority,robust_z_score,standard_z_score,global_percentile,iqr_upper_fence,iqr_outlier,statistical_alert_level,deviation_category,statistical_explanation
215,Madhya Pradesh,JYOTIRADITYA M. SCINDIA,GUNA,147000000,Madhya Pradesh,JYOTIRADITYA M. SCINDIA,GUNA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
214,West Bengal,JUNE MALIAH,MEDINIPUR,147000000,West Bengal,JUNE MALIAH,MEDINIPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
123,Uttar Pradesh,Devendra Alias Bhole Singh,AKBARPUR,147000000,Uttar Pradesh,Devendra Alias Bhole Singh,AKBARPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
122,Haryana,DEEPENDER SINGH HOODA,ROHTAK,147000000,Haryana,DEEPENDER SINGH HOODA,ROHTAK,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
121,Madhya Pradesh,DARSHAN SINGH CHOUDHARY,HOSHANGABAD,147000000,Madhya Pradesh,DARSHAN SINGH CHOUDHARY,HOSHANGABAD,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
120,Uttar Pradesh,DAROGA PRASAD SAROJ,LALGANJ (SC),147000000,Uttar Pradesh,DAROGA PRASAD SAROJ,LALGANJ (SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
119,Rajasthan,DAMODAR AGARWAL,BHILWARA,147000000,Rajasthan,DAMODAR AGARWAL,BHILWARA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
118,Andhra Pradesh,DAGGUMALLA PRASADA RAO,CHITTOOR,147000000,Andhra Pradesh,DAGGUMALLA PRASADA RAO,CHITTOOR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
117,Andhra Pradesh,Daggubati Purandeshwari,RAJAHMUNDRY,147000000,Andhra Pradesh,Daggubati Purandeshwari,RAJAHMUNDRY,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
243,West Bengal,Khalilur Rahaman,JANGIPUR,147000000,West Bengal,Khalilur Rahaman,JANGIPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
242,West Bengal,Khagen Murmu,MALDAHA UTTAR,147000000,West Bengal,Khagen Murmu,MALDAHA UTTAR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
241,Bihar,Kaushalendra Kumar,NALANDA,147000000,Bihar,Kaushalendra Kumar,NALANDA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
239,Uttar Pradesh,KARAN BHUSHAN SINGH,KAISERGANJ,147000000,Uttar Pradesh,KARAN BHUSHAN SINGH,KAISERGANJ,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
238,Uttar Pradesh,KANWAR SINGH TANWAR,AMROHA,147000000,Uttar Pradesh,KANWAR SINGH TANWAR,AMROHA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
237,Tamil Nadu,Kanimozhi Karunanidhi,THOOTHUKKUDI,147000000,Tamil Nadu,Kanimozhi Karunanidhi,THOOTHUKKUDI,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
236,Tamil Nadu,Kani K Navas,RAMANATHAPURAM,147000000,Tamil Nadu,Kani K Navas,RAMANATHAPURAM,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
235,Himachal Pradesh,Kangana Ranaut,MANDI,147000000,Himachal Pradesh,Kangana Ranaut,MANDI,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
234,Uttar Pradesh,Kamlesh Paswan,BANSGAON(SC),147000000,Uttar Pradesh,Kamlesh Paswan,BANSGAON(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
256,Rajasthan,KULDEEP INDORA,GANGANAGAR(SC),147000000,Rajasthan,KULDEEP INDORA,GANGANAGAR(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
255,Tripura,KRITI DEVI DEBBARMAN,TRIPURA EAST(ST),147000000,Tripura,KRITI DEVI DEBBARMAN,TRIPURA EAST(ST),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
253,Uttar Pradesh,KRISHNA DEVI SHIVSHANKER PATEL,BANDA,147000000,Uttar Pradesh,KRISHNA DEVI SHIVSHANKER PATEL,BANDA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
252,Haryana,Krishan Pal Gurjar,FARIDABAD,147000000,Haryana,Krishan Pal Gurjar,FARIDABAD,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
251,Assam,Kripanath Mallah,KARIMGANJ (SC),147000000,Assam,Kripanath Mallah,KARIMGANJ (SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
250,Karnataka,KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,147000000,Karnataka,KOTA SRINIVAS POOJARY,UDUPI CHIKMAGALUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
247,Telangana,Kishan Reddy Gangapuram,SECUNDERABAD,147000000,Telangana,Kishan Reddy Gangapuram,SECUNDERABAD,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
246,Uttar Pradesh,Kirti Vardhan Singh,GONDA,147000000,Uttar Pradesh,Kirti Vardhan Singh,GONDA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
245,Arunachal Pradesh,Kiren Rijiju,ARUNACHAL WEST,147000000,Arunachal Pradesh,Kiren Rijiju,ARUNACHAL WEST,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
131,Gujarat,DHAVAL LAXMANBHAI PATEL,VALSAD(ST),147000000,Gujarat,DHAVAL LAXMANBHAI PATEL,VALSAD(ST),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
130,Uttar Pradesh,DHARMENDRA YADAV,AZAMGARH,147000000,Uttar Pradesh,DHARMENDRA YADAV,AZAMGARH,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
129,Odisha,DHARMENDRA PRADHAN,SAMBALPUR,147000000,Odisha,DHARMENDRA PRADHAN,SAMBALPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
128,Maharashtra,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,CHANDRAPUR,147000000,Maharashtra,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,CHANDRAPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
127,Maharashtra,Dhairyasheel Sambhajirao Mane,HATKANANGLE,147000000,Maharashtra,Dhairyasheel Sambhajirao Mane,HATKANANGLE,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
126,Gujarat,Devusinh Jesingbhai Chauhan,KHEDA,147000000,Gujarat,Devusinh Jesingbhai Chauhan,KHEDA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
125,Uttar Pradesh,DEVESH SHAKYA,ETAH,147000000,Uttar Pradesh,DEVESH SHAKYA,ETAH,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
102,Telangana,CHAMALA KIRAN KUMAR REDDY,BHONGIR,147000000,Telangana,CHAMALA KIRAN KUMAR REDDY,BHONGIR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
101,Goa,CAPTAIN VIRIATO FERNANDES,SOUTH GOA,147000000,Goa,CAPTAIN VIRIATO FERNANDES,SOUTH GOA,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
276,Punjab,MALVINDER SINGH KANG,ANANDPUR SAHIB,147000000,Punjab,MALVINDER SINGH KANG,ANANDPUR SAHIB,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
275,Odisha,MALVIKA DEVI,KALAHANDI,147000000,Odisha,MALVIKA DEVI,KALAHANDI,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
273,West Bengal,Mala Roy,KOLKATA DAKSHIN,147000000,West Bengal,Mala Roy,KOLKATA DAKSHIN,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
272,Uttarakhand,Mala Rajya Laxmi Shah,TEHRI GARHWAL,147000000,Uttarakhand,Mala Rajya Laxmi Shah,TEHRI GARHWAL,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
269,Chhattisgarh,MAHESH KASHYAP,BASTAR(ST),147000000,Chhattisgarh,MAHESH KASHYAP,BASTAR(ST),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
268,Madhya Pradesh,Mahendra Singh Solanky,DEWAS(SC),147000000,Madhya Pradesh,Mahendra Singh Solanky,DEWAS(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
267,Andhra Pradesh,Magunta Sreenivasulu Reddy,ONGOLE,147000000,Andhra Pradesh,Magunta Sreenivasulu Reddy,ONGOLE,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
266,Telangana,MADHAVANENI RAGHUNANDAN RAO,MEDAK,147000000,Telangana,MADHAVANENI RAGHUNANDAN RAO,MEDAK,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
264,Tamil Nadu,M.K. VISHNUPRASAD,CUDDALORE,147000000,Tamil Nadu,M.K. VISHNUPRASAD,CUDDALORE,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
262,Rajasthan,LUMBARAM,JALORE,147000000,Rajasthan,LUMBARAM,JALORE,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
261,Bihar,LOVELY ANAND,SHEOHAR,147000000,Bihar,LOVELY ANAND,SHEOHAR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
260,Uttar Pradesh,LAXMIKANT PAPPU NISHAD,SANT KABIR NAGAR,147000000,Uttar Pradesh,LAXMIKANT PAPPU NISHAD,SANT KABIR NAGAR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
258,Uttar Pradesh,LALJI VERMA,AMBEDKAR NAGAR,147000000,Uttar Pradesh,LALJI VERMA,AMBEDKAR NAGAR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
284,Bihar,MANOJ KUMAR,SASARAM(SC),147000000,Bihar,MANOJ KUMAR,SASARAM(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
283,Haryana,MANOHAR LAL,KARNAL,147000000,Haryana,MANOHAR LAL,KARNAL,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
282,Rajasthan,MANNA LAL RAWAT,UDAIPUR(ST),147000000,Rajasthan,MANNA LAL RAWAT,UDAIPUR(ST),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
279,Jharkhand,MANISH JAISWAL,HAZARIBAGH,147000000,Jharkhand,MANISH JAISWAL,HAZARIBAGH,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
278,Tamil Nadu,Manickam Tagore B,VIRUDHUNAGAR,147000000,Tamil Nadu,Manickam Tagore B,VIRUDHUNAGAR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
113,Bihar,CHIRAG PASWAN,HAJIPUR(SC),147000000,Bihar,CHIRAG PASWAN,HAJIPUR(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
112,Chhattisgarh,CHINTAMANI MAHARAJ,SARGUJA(ST),147000000,Chhattisgarh,CHINTAMANI MAHARAJ,SARGUJA(ST),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
111,Uttar Pradesh,CHHOTELAL,ROBERTSGANJ(SC),147000000,Uttar Pradesh,CHHOTELAL,ROBERTSGANJ(SC),147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
110,Maharashtra,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,147000000,Maharashtra,CHHATRAPATI SHAHU SHAHAJI,KOLHAPUR,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
109,Uttar Pradesh,CHHATRA PAL SINGH GANGWAR,BAREILLY,147000000,Uttar Pradesh,CHHATRA PAL SINGH GANGWAR,BAREILLY,147000000.0,False,False,False,False,False,False,100.0,False,MP_RECORD,True,147000000.0,True,18.8059,36.16236162361624,0.0,0,0.0,0.0,False,0.0,0,0.0,LOW,No strong anomaly signal detected,False,LOW,0.0,-0.3973,36.1624,150186650.9,False,NORMAL,NORMAL,Allocation is within the normal statistical range of the dataset.
108,Maharashtra,CHAVAN VASANTRAO BALWANTRAO,NANDED,,Maharashtra,CHAVAN VASANTRAO BALWANTRAO,NANDED,,False,False,False,True,False,False,75.0,True,MP_RECORD,True,,False,,,,0,0.0,0.0,False,,0,0.0,LOW,Data-quality validation requires review,False,LOW,,,,,False,NOT_APPLICABLE,NOT_APPLICABLE,
